a  啊
piao-piao-ran  飘飘然
piao-piao-yu-xian  飘飘欲仙
piao-po  漂泊
piao-po-da-yu  瓢泼大雨
piao-qi  飘起
piao-qu  飘去
piao-ran  飘然
piao-ru  飘入
piao-san  飘散
piao-shen  飘身
piao-wu  飘舞
piao-xia-lai  飘下来
piao-xiang 飘向 飘像 瞟向  飘香
piao-xue  飘雪
piao-yang  飘扬
piao-yi 漂移 飘移  飘逸
piao-yi-yan  瞟一眼
piao-ying  飘影
piao-yuan  飘远
piao-yun  飘云
piao-yun-gu  飘云谷
piao-yun-gu-lian  飘云谷炼
piao-yun-gu-xian  飘云谷现
piao-yun-gu-xue  飘云谷学
piao-yun-men  飘云门
piao-zhao  飘着
piao-zhe  飘着
piao-zhuan  飘转
piao-zhuo  飘着
pie-chu  撇除
pie-dao  撇到
pie-kai  撇开
pie-xia  撇下
pie-yu  撇于
pie-zui  撇嘴
pin  拼
pin-bo  拼搏
pin-bu-guo  拼不过
pin-cha  品茶
pin-chang  品尝
pin-chu 品出  频出
pin-ci  品次
pin-cou  拼凑
pin-cou-chu  拼凑出
pin-dan  品丹
pin-dan-wei  品丹为
pin-dao 频道 拼到  贫道
pin-dao-di  拼到底
pin-de 品德  拼得
pin-diao 拚掉  拼掉
pin-dou  拼斗
pin-du  品读
pin-fa  贫乏
pin-fan  频繁
pin-fu-cha-ju  贫富差距
pin-fu-chai-ju  贫富差距
pin-fu-ci-ju  贫富差距
pin-fu-xuan-shu  贫富悬殊
pin-ge 品格  拼个
pin-ge-gao-shang  品格高尚
pin-guo  拼过
pin-han  贫寒
pin-hang  品行
pin-hong  品红
pin-hou  拼后
pin-ji 贫瘠  品级
pin-jian  品鉴
pin-jian-fu-qi  贫贱夫妻
pin-jie 拼接  品阶
pin-jie-ben  品阶本
pin-jie-bu-di  品阶不低
pin-jie-bu-ruo  品阶不弱
pin-jie-di  品阶地
pin-jie-ji  品阶极
pin-jie-jiao  品阶较
pin-jie-jiu-ding  品阶就定
pin-jie-shao  品阶稍
pin-jie-shi  品阶是
pin-jie-tai-gao  品阶太高
pin-jie-yue  品阶越
pin-jie-zai  品阶再
pin-jin  拼尽
pin-ku  贫苦
pin-lai  品来
pin-le  品了
pin-le-ming  拼了命
pin-li 聘礼  拼力
pin-liao  品了
pin-liao-ming  拼了命
pin-ling-mai  品灵脉
pin-lv  频率
pin-ming  拼命
pin-pin 品品  频频
pin-qi 拼起  品起
pin-qiong  贫穷
pin-ren  聘任
pin-ruo  贫弱
pin-seng  贫僧
pin-sha  拼杀
pin-shang  拼上
pin-sheng  频生
pin-shuai  频率
pin-si  拼死
pin-si-pin-huo  拼死拼活
pin-si-yi-bo  拼死一搏
pin-wei 品位  品味
pin-xia-qu  拼下去
pin-xiang  品相
pin-xing 品性  品行
pin-yi-pin  拼一拼
pin-yu  品玉
pin-zhao 品着  拼着
pin-zhe 品着  拼着
pin-zhi  品质
pin-zhi-li  拼之力
pin-zhong  品种
pin-zhong-fan-duo  品种繁多
pin-zhuo 品着  拼着
pin-zui  贫嘴
ping 平  凭
ping-an  平安
ping-an-wu-shi  平安无事
ping-an-ye  平安夜
ping-bai  平白
ping-bai-wu-gu  平白无故
ping-bei  平辈
ping-ben-men  凭本门
ping-bi 屏壁  屏蔽
ping-bi-diao  屏蔽掉
ping-bi-huan  凭碧幻
ping-chang  平常
ping-chang-shi  平常事
ping-ci  凭此
ping-dan  平淡
ping-dan-wu-ji  平淡无奇
ping-dan-wu-qi  平淡无奇
ping-deng  平等
ping-di 瓶底  平地
ping-di-er-qi  平地而起
ping-di-shang  平地上
ping-diao  凭吊
ping-ding  平定
ping-er 屏二  瓶儿
ping-fan  平凡
ping-fan-ren  平凡人
ping-fang  平放
ping-fang-li  平方里
ping-fang-mi  平方米
ping-fen  平分
ping-fen-qiu-se  平分秋色
ping-feng  屏风
ping-fu  平复
ping-fu-diao  平覆掉
ping-gai  瓶盖
ping-gan-jiao  凭感觉
ping-gan-jue  凭感觉
ping-geng  瓶颈
ping-gu  评估
ping-guang  屏光
ping-guo  苹果
ping-hang  平行
ping-hang-xian  平行线
ping-he  平和
ping-heng  平衡
ping-hu-ti  凭护体
ping-hua  平滑
ping-huan  平缓
ping-huo  平和
ping-ji  平级
ping-jia  评价
ping-jiang  评奖
ping-jie  凭借
ping-jie-zhao  凭借着
ping-jie-zhe  凭借着
ping-jie-zhuo  凭借着
ping-jing 平静  瓶颈
ping-jing-xia-lai  平静下来
ping-jiu-you  瓶九幽
ping-ju 平局 凭据  平举
ping-jun  平均
ping-jun-shui-ping  平均水平
ping-kong  凭空
ping-kong-chu-xian  凭空出现
ping-kou  瓶口
ping-liang-xin-shuo  凭良心说
ping-lin  凭林
ping-lin-xuan  凭林轩
ping-ling-ru  瓶灵乳
ping-lun  评论
ping-mian  平面
ping-na-qi  瓶拿起
ping-nan  平南
ping-pan  评判
ping-pan-zhe  评判者
ping-peng  平捧
ping-peng-yu-tong  平捧玉筒
ping-ping  平平
ping-ping-an-an  平平安安
ping-ping-chang-chang  平平常常
ping-ping-dan-dan  平平淡淡
ping-ping-de  平平的
ping-ping-fan-fan  平平凡凡
ping-ping-guan-guan  瓶瓶罐罐
ping-ping-jing-jing  平平静静
ping-ping-li  评评理
ping-ping-pang-pang  乒乒乓乓
ping-pu  平铺
ping-qi 平齐  屏气
ping-qi-lian-xi  屏气敛息
ping-qi-ning-shen  屏气凝神
ping-qi-ping-zuo  平起平坐
ping-ri  平日
ping-rou-yan  凭肉眼
ping-sai  瓶塞
ping-se  瓶塞
ping-shen 平伸  瓶身
ping-sheng 凭生  平生
ping-shi 平实  平时
ping-shou  平手
ping-shu 评书  评述
ping-shui-xiang-feng  萍水相逢
ping-su  平素
ping-tai  平台
ping-tan 平摊  平坦
ping-tang  平躺
ping-tang-zai  平躺在
ping-tang-zhao  平躺着
ping-tang-zhe  平躺着
ping-tang-zhuo  平躺着
ping-tian 凭添  平添
ping-tian-xia  平天下
ping-tou-lun-zu  评头论足
ping-tui  平推
ping-wei  评为
ping-wen  平稳
ping-xi 屏息  平息
ping-xian  凭现
ping-xin 凭心  平心
ping-xin-er-lun  平心而论
ping-xin-jing-qi  平心静气
ping-xing  平行
ping-xing-xian  平行线
ping-xuan  评选
ping-yi 平移  凭依
ping-yi-jin-ren  平易近人
ping-yong  平庸
ping-you  凭幽
ping-yu  评语
ping-yuan  平原
ping-zhan  平展
ping-zhang 凭仗  屏障
ping-zhao  凭着
ping-zhe  凭着
ping-zheng 凭证  平整
ping-zhi-jiao  凭直觉
ping-zhi-jue  凭直觉
ping-zhong  瓶中
ping-zhu  屏住
ping-zhuo  凭着
ping-zi  瓶子
po 泼 颇  破
po-bai  破败
po-ben  破本
po-ben-wang  破本王
po-bi  破壁
po-bing  破冰
po-bu  破布
po-bu-de-yi  迫不得已
po-bu-ji-dai  迫不及待
po-bu-ke-dai  迫不可待
po-bu-qu  破不去
po-cai  破财
po-cai-xiao-zai  破财消灾
po-chan  破产
po-chang  颇长
po-cheng 破成  破城
po-chi  破斥
po-chong  颇重
po-chu 迫出  破除
po-de  泼得
po-di  破敌
po-diao  破掉
po-ding  坡顶
po-dong  破洞
po-du  破肚
po-fa  破法
po-fang  破防
po-fei  颇费
po-feng  颇丰
po-fu-chen-zhou  破釜沉舟
po-gan  颇感
po-gan-xing-qu  颇感兴趣
po-ge-di-ba  破格提拔
po-ge-lu-qu  破格录取
po-ge-ti-ba  破格提拔
po-guan  破关
po-guan-zi-po-shuai  破罐子破摔
po-guo  破过
po-hai  迫害
po-huai  破坏
po-huai-li  破坏力
po-huan-zhu  破幻珠
po-ji-lu  破记录
po-jia  破甲
po-jia-chui  破甲锤
po-jian  破茧
po-jie 破劫 破界  破解
po-jie-fu  破界符
po-jie-lai  破界来
po-jie-zhu  破界珠
po-jin 破禁 破尽  泼进
po-jiu 颇久  破旧
po-ju  破局
po-kai  破开
po-kai-ling  破开灵
po-ke  破壳
po-kong  破空
po-kou-da-ma  破口大骂
po-la  泼辣
po-lan  破烂
po-leng-shui  泼冷水
po-li 破例 魄力  破力
po-lie  破裂
po-lie-sheng  破裂声
po-lin-xuan  破林轩
po-lu  破颅
po-luo 破锣 婆罗 破落  泼落
po-luo-hu  破落户
po-men  破门
po-mie  破灭
po-mo  泼墨
po-nao  破脑
po-pi  泼皮
po-po-lan-lan  破破烂烂
po-po-ma-ma  婆婆妈妈
po-qi  破其
po-qiao  破巧
po-qie  迫切
po-qie-xi-wang  迫切希望
po-qie-xu-yao  迫切需要
po-qu  破去
po-ren  迫人
po-sa  泼洒
po-shen  颇深
po-shi 破誓  迫使
po-shou  颇受
po-shu  破书
po-shui 破水  泼水
po-sui  破碎
po-sun  破损
po-suo  婆娑
po-ti 破体  破题
po-tian-da-huo  泼天大祸
po-tian-huang  破天荒
po-tong-lan-tie  破铜烂铁
po-tou  破头
po-tu  破土
po-tu-er-chu  破土而出
po-wan  破碗
po-wang  破网
po-wei  颇为
po-wei-chong-yao  颇为重要
po-wei-de-yi  颇为得意
po-wei-zhong-yao  颇为重要
po-xia  泼下
po-xia-lai  泼下来
po-xiang  颇响
po-xiao  破晓
po-xie  破邪
po-you-jia-zhi  颇有价值
po-yu  迫于
po-yu-xing-shi  迫于形势
po-za  颇杂
po-zai-mei-jie  迫在眉睫
po-zhan  破绽
po-zhan-bai-chu  破绽百出
po-zhang  颇长
po-zhao  破罩
po-zhen  破阵
po-zhong  颇重
po-zhu  破竹
po-zhuo  破拙
po-zi  破字
po-zi-li  破字里
pou-cheng  剖成
pou-kai  剖开
pou-wei  剖为
pou-xi  剖析
pu 仆 谱 噗  扑
pu-bi  扑鼻
pu-bi-er-lai  扑鼻而来
pu-bian  普遍
pu-bu  瀑布
pu-can-wan  蒲参丸
pu-cen-wan  蒲参丸
pu-cheng  铺成
pu-chi 噗嗤  扑哧
pu-chi-yi-sheng  噗嗤一声
pu-chuang  铺床
pu-cong  仆从
pu-da  扑打
pu-dao 朴刀  扑到
pu-di  菩提
pu-di-shu  菩提树
pu-dian  铺垫
pu-dong 蒲动  浦动
pu-er  谱儿
pu-fu 仆妇  匍匐
pu-guo  扑过
pu-huang-cao  蒲黄草
pu-huo  扑火
pu-ji  扑击
pu-jin  扑进
pu-jin-qu  扑进去
pu-jiu  铺就
pu-lai  扑来
pu-liu-zhi-zi  蒲柳之姿
pu-lu  铺路
pu-luo  扑落
pu-man  铺满
pu-men  铺门
pu-mian 扑面  铺面
pu-mian-er-lai  扑面而来
pu-mie  扑灭
pu-ping  铺平
pu-pu-tong-tong  普普通通
pu-ren  仆人
pu-ru  扑入
pu-sa  菩萨
pu-sa-xin-chang  菩萨心肠
pu-shan  蒲扇
pu-shang  铺上
pu-shang-lai  扑上来
pu-shang-qu  扑上去
pu-shen-wan  蒲参丸
pu-sheng  噗声
pu-shi 铺饰 扑食  朴实
pu-shi-wu-hua  朴实无华
pu-shuo-mi-li  扑朔迷离
pu-su  朴素
pu-tao  葡萄
pu-tao-jiu  葡萄酒
pu-teng  扑腾
pu-ti  菩提
pu-ti-shu  菩提树
pu-tian-gai-di  铺天盖地
pu-tian-xia  普天下
pu-tian-zhi-xia  普天之下
pu-tong 扑通 噗通  普通
pu-tong-fa  普通法
pu-tong-gong-ji  普通攻击
pu-tong-ren  普通人
pu-tong-ren-jia  普通人家
pu-tong-yi-sheng 扑通一声  噗通一声
pu-tong-zhi  普通纸
pu-tuan  蒲团
pu-xiang  扑象
pu-xie  谱写
pu-yi 蒲一 浦一 普一  仆役
pu-yu  璞玉
pu-yuan-yuan  扑媛媛
pu-zhao-da-di  普照大地
pu-zhi  朴质
pu-zi  铺子
pu-zu  仆族
qi 奇 旗 骑 齐 欺 漆 妻 其 气 七  起
qi-ba  七八
qi-ba-bai  七八百
qi-ba-bai-ge  七八百个
qi-ba-bai-li  七八百里
qi-ba-bai-nian  七八百年
qi-ba-bei  七八倍
qi-ba-ben  七八本
qi-ba-bu  七八步
qi-ba-ceng  七八层
qi-ba-cheng  七八成
qi-ba-chu  七八处
qi-ba-ci  七八次
qi-ba-cun  七八寸
qi-ba-dao  七八道
qi-ba-fen  七八分
qi-ba-fen-zhong  七八分钟
qi-ba-ge  七八个
qi-ba-gen  七八根
qi-ba-jia  七八家
qi-ba-jian  七八件
qi-ba-ju  七八具
qi-ba-ke  七八颗
qi-ba-kuai  七八块
qi-ba-li 七八粒  七八里
qi-ba-mei  七八枚
qi-ba-mi  七八米
qi-ba-ming  七八名
qi-ba-mu  七八亩
qi-ba-nian  七八年
qi-ba-pian  七八片
qi-ba-qian  七八千
qi-ba-qian-li  七八千里
qi-ba-qian-nian  七八千年
qi-ba-qian-wan  七八千万
qi-ba-quan  七八拳
qi-ba-shi  七八十
qi-ba-shi-ge  七八十个
qi-ba-shi-li  七八十里
qi-ba-shi-nian  七八十年
qi-ba-shi-sui  七八十岁
qi-ba-shi-wan  七八十万
qi-ba-sui  七八岁
qi-ba-tian  七八天
qi-ba-tiao  七八条
qi-ba-tou  七八头
qi-ba-wan  七八万
qi-ba-wei  七八位
qi-ba-zhang 七八张  七八丈
qi-ba-zhi  七八只
qi-ba-zhong  七八种
qi-ba-zhu  七八株
qi-ba-zuo  七八座
qi-bai  七百
qi-bai-duo  七百多
qi-bai-duo-nian  七百多年
qi-bai-li  七百里
qi-bai-nian  七百年
qi-bai-wan  七百万
qi-bai-wu-shi-si  七百五十四
qi-bai-wu-shi-wan  七百五十万
qi-bai-yu  七百余
qi-bao 起宝 奇宝  七宝
qi-bei 齐备  七倍
qi-ben 七本  期本
qi-ben-men  起本门
qi-bi 起比  其比
qi-bi-huan  起碧幻
qi-bian  七遍
qi-bing 奇兵 骑兵 启禀  七柄
qi-bing-zi  七柄子
qi-bo  起波
qi-bu 其布  起步
qi-bu-cheng-sheng  泣不成声
qi-bu-chu  其布出
qi-bu-chuan  气不喘
qi-bu-da  气不打
qi-bu-guo  气不过
qi-bu-jia  期不假
qi-bu-zhi  岂不知
qi-ca  其擦
qi-cai 器材 期才 奇才  七彩
qi-can  凄惨
qi-can-hun  其残魂
qi-cang  其藏
qi-cang-yu  其藏于
qi-cao  奇草
qi-cao-da-yan  奇草大咽
qi-cao-da-ye  奇草大咽
qi-ceng  七层
qi-cha 期差 棋差  沏茶
qi-chai 期差  棋差
qi-chang 其尝 气场 其长  奇长
qi-chao-qian  其朝前
qi-chen  气沉
qi-cheng 启程 其撑 砌成 其盛 气成 七成  其成
qi-chi 启齿  奇持
qi-chi-da-ru  奇耻大辱
qi-chong 器重 气冲 其重  奇虫
qi-chong-li  奇虫里
qi-chong-lu  奇虫录
qi-chou  奇丑
qi-chu 其初 其出 齐出 凄楚 七处 气出  起初
qi-chu-wu-dai  其储物袋
qi-chuan  气喘
qi-chuan-ru-niu  气喘如牛
qi-chuan-xu-xu  气喘吁吁
qi-chuan-xu-yu  气喘吁吁
qi-chuan-yu-xu  气喘吁吁
qi-chuan-yu-yu  气喘吁吁
qi-chuang  起床
qi-ci 期差 七次 起此 棋差  其次
qi-cun 期存  七寸
qi-cun-men  期存们
qi-cun-mie  期存灭
qi-da 期大 其大 奇大 气大  七大
qi-da-cheng  气大盛
qi-da-gan  其大感
qi-da-jing-shi  其大惊失
qi-da-neng  期大能
qi-da-neng-men  期大能们
qi-da-sheng  气大盛
qi-dai  期待
qi-dai-yi-jiu  期待已久
qi-dan  奇丹
qi-dang-kai 其荡开  气荡开
qi-dao 期到 七道 奇到 祈祷 起到  欺到
qi-de 起得  气得
qi-di 七弟 其敌 期地  启迪
qi-dian 七点 期巅 其点  起点
qi-ding  期顶
qi-ding-lu  起鼎炉
qi-ding-shen-xian  气定神闲
qi-dong 起动 起洞  启动
qi-dou  起豆
qi-dou-hui  期都会
qi-dou-kuai  期都会
qi-du 期毒 奇毒  气度
qi-du-bu-fan  气度不凡
qi-du-hui  期都会
qi-du-kuai  期都会
qi-duan  气短
qi-dun 起遁  其遁
qi-duo 七朵  起多
qi-er 契而  其二
qi-fa 气法 启发  其法
qi-fan  其烦
qi-fang 奇方  其放
qi-fei 岂非 其费 其飞  起飞
qi-fei-dan  期废丹
qi-fen 气愤 七分  气氛
qi-feng 其风 气疯  其锋
qi-feng-dui-shou  棋逢对手
qi-feng-ku-yu  凄风苦雨
qi-feng-wu  起凤舞
qi-feng-zhu  其峰主
qi-fou  其否
qi-fu 奇符 其父 期符 起伏  欺负
qi-fu-bao  期符宝
qi-fu-bu-ding  起伏不定
qi-fu-ren  戚夫人
qi-gai 起该 乞丐  气概
qi-gan 齐感  岂敢
qi-gao 期高 奇高  其高
qi-gao-ren  期高人
qi-gao-yi-zhao  棋高一着
qi-gao-yi-zhe  棋高一着
qi-gao-yi-zhuo  棋高一着
qi-ge 器阁 气个  七个
qi-gen 七根  齐根
qi-gong 气功 其攻  奇功
qi-gong-fang  其工坊
qi-gu 七股  期古
qi-gu-gu  气鼓鼓
qi-gu-mo  期古魔
qi-gu-xiang-dang  旗鼓相当
qi-gu-xiu  期古修
qi-gua  起挂
qi-guai  奇怪
qi-guai-de-shi  奇怪的是
qi-guai-zi-bai  其怪自败
qi-guan  奇观
qi-guan-ti  气灌体
qi-guang  奇光
qi-guang-kuang  奇光狂
qi-guang-mu  起光幕
qi-gui-lei  期龟类
qi-gui-ming  其闺名
qi-gui-qi  气归气
qi-gui-shen  泣鬼神
qi-gui-sheng  期鬼圣
qi-gui-zu  期鬼族
qi-guo 杞果 齐国 起过  其过
qi-hai 其害  气海
qi-hai-zu  期海族
qi-han  奇寒
qi-han-che-gu  奇寒彻骨
qi-hang 起航  启航
qi-hao 旗号  其耗
qi-he  契合
qi-he-zhu  期和筑
qi-hei  漆黑
qi-hei-yi-pian  漆黑一片
qi-heng-heng  气哼哼
qi-hong 齐哄 起哄  欺哄
qi-hou 齐吼 气后 期后 其后  气候
qi-hu 旗呼 岂乎  其护
qi-hu-hu  气呼呼
qi-hu-nan-xia  骑虎难下
qi-hu-ti 气护体  起护体
qi-hua 汽化 气话 奇花  气化
qi-hua-yi-cao  奇花异草
qi-huai  气坏
qi-huan 起幻  奇幻
qi-hui 其挥 其会 其毁  岂会
qi-hui-fan  岂会犯
qi-hui-fang  岂会放
qi-hui-hai  岂会害
qi-hui-hu  岂会乎
qi-hui-ju  岂会惧
qi-hui-lun  岂会轮
qi-hui-luo  其挥落
qi-hui-man  岂会慢
qi-hui-pa  岂会怕
qi-hui-rong  岂会容
qi-hui-shao  岂会少
qi-hui-shou  岂会收
qi-hui-yong  岂会用
qi-hui-zhi  岂会置
qi-hun 起魂  气昏
qi-huo 其火 奇火 起火  气活
qi-huo-ke-ju  奇货可居
qi-huo-zhu  期和筑
qi-ji 七级 岂及 其击 其极 契机 气机 气急 奇迹  企及
qi-ji-bai-huai  气急败坏
qi-ji-han  其极寒
qi-ji-ruo-dian  其疾若电
qi-jia 弃家 奇佳 七家 起家 起价  气加
qi-jian 齐肩 气剑 气间 七件 其间  期间
qi-jian-hui  气剑毁
qi-jian-lian-cheng  七剑练成
qi-jiang 其强  乞降
qi-jiao-cheng  其绞成
qi-jiao-hun  期蛟魂
qi-jie 其姐 七杰 七阶  其接
qi-jie-zhen  七杰阵
qi-jin 气仅 气劲 七斤 欺近  其金
qi-jing  奇景
qi-jing-ba-mai  奇经八脉
qi-jiu-ying  期九婴
qi-ju 七具 起居 器具  齐聚
qi-ju-dao  齐聚到
qi-ju-sheng-huo  起居生活
qi-ju-shi  起居室
qi-ju-yi-tang  齐聚一堂
qi-ju-yu  齐聚于
qi-juan  其卷
qi-jue 七绝  气绝
qi-kai-de-sheng  旗开得胜
qi-ke 七颗 期可  岂可
qi-ken  岂肯
qi-kou  气口
qi-ku  气苦
qi-kuai 七块 其快 其会 奇快  岂会
qi-kuai-fan  岂会犯
qi-kuai-fang  岂会放
qi-kuai-hai  岂会害
qi-kuai-hu  岂会乎
qi-kuai-ju  岂会惧
qi-kuai-lun  岂会轮
qi-kuai-man  岂会慢
qi-kuai-pa  岂会怕
qi-kuai-rong  岂会容
qi-kuai-shao  岂会少
qi-kuai-shou  岂会收
qi-kuai-yong  岂会用
qi-kuai-zhi  岂会置
qi-kuang  气狂
qi-kun  其困
qi-lai 旗来 期来 气来  起来
qi-lang  气浪
qi-lao  期老
qi-lao-ba-shi  七老八十
qi-lao-guai  期老怪
qi-le-rong-rong  其乐融融
qi-le-wu-qiong  其乐无穷
qi-lei  旗类
qi-li 期离 七粒 其戾 起立 凄厉  气里
qi-li-duan-jin  其利断金
qi-li-lai  起礼来
qi-lian 其练 期炼 起敛 乞怜  其炼
qi-lian-cheng  其练成
qi-liang 其量 凄凉  气量
qi-lie  其列
qi-lin 起林  麒麟
qi-lin-xuan 其林轩 气林轩  起林轩
qi-ling 起灵 欺凌  器灵
qi-ling-ba-luo  七零八落
qi-ling-ba-san  七零八散
qi-ling-ba-sui  七零八碎
qi-ling-di  起灵地
qi-ling-fu  起令符
qi-ling-gu  其灵骨
qi-ling-hu  起灵狐
qi-ling-mai  其灵脉
qi-ling-shan  七玲山
qi-ling-suan  器灵算
qi-ling-xue  其灵血
qi-ling-ya 其灵压  期灵压
qi-ling-zhi  其灵智
qi-liu 齐流  气流
qi-lu 歧路  其路
qi-luan  其乱
qi-lue 旗略  气略
qi-luo 其落  起落
qi-lv  骑驴
qi-ma  起码
qi-mai 七脉  气脉
qi-man 期满 奇慢  欺瞒
qi-mao-bu-yang  其貌不扬
qi-mei 其眉 齐美 凄美 七枚 其妹  七妹
qi-mei-yan  其媚言
qi-men 其门 奇门  气闷
qi-men-dun-jia  奇门遁甲
qi-meng  绮梦
qi-mian  七面
qi-miao  奇妙
qi-mie 奇灭  其灭
qi-min  器皿
qi-ming 其名 齐鸣 其命 七名  齐名
qi-mo 起魔  期魔
qi-mo-jun  起魔君
qi-mo-qu  其魔躯
qi-mo-zu  期魔族
qi-mo-zun  期魔尊
qi-mu 其母 其目  奇木
qi-nai-long 期鼐龙  起鼐龙
qi-nan-ba-nv  欺男霸女
qi-nao  气恼
qi-nei 其内  气馁
qi-neng 期能 其能  岂能
qi-ni-tian  其逆天
qi-nian  七年
qi-ning-xin  气宁心
qi-niu  奇牛
qi-nu  气怒
qi-nv  期女
qi-nv-zi  奇女子
qi-pa  奇葩
qi-pai 七派 其派 弃派  气派
qi-pai-jia  起拍价
qi-pan 其盘 期盼 亟盼 祈盼 棋盘  企盼
qi-pao  气泡
qi-pao-xian  起跑线
qi-pei  气沛
qi-peng-shou  其捧手
qi-pi  其否
qi-pian 七片  欺骗
qi-pin 其品  七品
qi-po 七魄 其破 气破  气魄
qi-po-kai  其破开
qi-pu  其仆
qi-qi 期期 气气 旗旗 戚戚 凄凄  齐齐
qi-qi-ai-ai  期期艾艾
qi-qi-ai-yi  期期艾艾
qi-qi-ba-ba  七七八八
qi-qi-can-can  凄凄惨惨
qi-qi-fa  齐齐发
qi-qi-fu-fu  起起伏伏
qi-qi-lai  起气来
qi-qi-luo-luo  起起落落
qi-qi-si-shi  七七四十
qi-qi-si-shi-jiu-ge  七七四十九个
qi-qi-si-shi-jiu-ri  七七四十九日
qi-qi-si-shi-jiu-tian  七七四十九天
qi-qi-yi-ai  期期艾艾
qi-qi-yi-yi  期期艾艾
qi-qian 期前  七千
qi-qian-li  七千里
qi-qian-nian  七千年
qi-qian-wan  七千万
qi-qiao 七巧 蹊跷  七窍
qi-qiao-ge  七巧阁
qi-qiao-hua  七巧花
qi-qiao-ling-long  七窍玲珑
qi-qiao-liu-xue  七窍流血
qi-qiao-long  七巧龙
qi-qiao-sheng-yan  七窍生烟
qi-qie 凄切 妻妾  其切
qi-qin-fu  其钦服
qi-qing 其情  其轻
qi-qing-liu-yu  七情六欲
qi-qiu 气球  祈求
qi-qu 其取  崎岖
qi-quan 弃权  齐全
qi-que  奇缺
qi-ran  凄然
qi-ren 其人 欺人 七人 气刃  奇人
qi-ren-hui  七人悔
qi-ren-lai 起人来  七人来
qi-ren-tai-shen  欺人太甚
qi-ren-you-tian  杞人忧天
qi-ri  七日
qi-rong  岂容
qi-rou  其肉
qi-ru  欺辱
qi-ru-mo  气如墨
qi-ruan-pa  欺软怕
qi-ruan-pa-ying  欺软怕硬
qi-ruo-you-si  气若游丝
qi-se 七色 起色 奇色  气色
qi-shan 岐山 起山 欺山  齐闪
qi-shan-pa-e  欺善怕恶
qi-shan-pa-wu  欺善怕恶
qi-shang 欺上  其上
qi-shang-ba-xia  七上八下
qi-shao  欺少
qi-she 其设  齐射
qi-shen 契身 期神 奇什 气神 栖身 起身  其身
qi-shen-ce  其身侧
qi-shen-nian  其神念
qi-shen-zhi-chu  栖身之处
qi-shen-zhi-di  栖身之地
qi-sheng 其声 其盛  齐声
qi-sheng-shang  期胜上
qi-sheng-zu 期圣族  期圣祖
qi-shi 器师 歧视 起尸 其使 其示 气实 起始 奇石 期尸 启事 期时 齐施 起誓 其视 其势 欺师 启示 其是 奇事 骑士 七十 气势 期是 其事  其实
qi-shi-ba  七十八
qi-shi-bai  期师伯
qi-shi-bang-bo  气势磅礴
qi-shi-bo  期师伯
qi-shi-bu-fan  气势不凡
qi-shi-bu-ran  其实不然
qi-shi-dao-ming  欺世盗名
qi-shi-duo-nian  七十多年
qi-shi-duo-sui  七十多岁
qi-shi-er  七十二
qi-shi-er-ge  七十二个
qi-shi-er-jia  七十二家
qi-shi-er-zuo  七十二座
qi-shi-hui-hong  气势恢宏
qi-shi-jiu  七十九
qi-shi-liu  七十六
qi-shi-mie  欺师灭
qi-shi-nian  七十年
qi-shi-pang-bo  气势磅礴
qi-shi-qi  七十七
qi-shi-ru-hong  气势如虹
qi-shi-san  七十三
qi-shi-shu  期师叔
qi-shi-si  七十四
qi-shi-wan  七十万
qi-shi-wu  七十五
qi-shi-xiong-xiong  气势汹汹
qi-shi-yi  七十一
qi-shi-yu-sui  七十余岁
qi-shi-zu  期师祖
qi-shou 旗收 奇兽 其收 其手  齐寿
qi-shou-yuan  其寿元
qi-shou-yuan-zu  其寿元足
qi-shu 气数 奇树 奇书 器术 奇术 契书  气术
qi-shu-ben  气术本
qi-shu-jia  气术加
qi-shua-shua  齐刷刷
qi-shuang  其双
qi-shun-fa  其瞬发
qi-si  气死
qi-si-hui-sheng  起死回生
qi-si-miao-xiang  奇思妙想
qi-si-ren  气死人
qi-su  耆宿
qi-sui  七岁
qi-suo  其所
qi-suo-chu  其所处
qi-suo-dong  其所动
qi-suo-hua 其所花  其所化
qi-suo-jie  其所结
qi-suo-ju  气所聚
qi-suo-neng  其所能
qi-ta 其它  其他
qi-ta-ren  其他人
qi-tai 期太  气态
qi-tai-guo 期太过 气太过  妻太过
qi-tai-shang 期太上  其太上
qi-tao  乞讨
qi-te  奇特
qi-ti  气体
qi-tian 起天 期天 七天  其天
qi-tian-cai  其天材
qi-tiao  七条
qi-tong  岂同
qi-tou 其头  起头
qi-tou-bing-jin  齐头并进
qi-tu  企图
qi-tu-chu  其吐出
qi-tuan 七团  气团
qi-tun-luo  其吞落
qi-tun-shan-he  气吞山河
qi-wai-ba-dao  七歪八倒
qi-wan 齐腕 七万  凄婉
qi-wan-ba-guai  七弯八拐
qi-wan-dao  气万道
qi-wang 其往 气往 企望  期望
qi-wei 其为 其位 奇威 气味  七位
qi-wei-er  气味儿
qi-wei-neng  其威能
qi-wen 气温  奇闻
qi-wen-lai  起文来
qi-wo 旗握  其握
qi-wu 起雾 其五 器物 起舞 齐舞  奇物
qi-wu-ren-lai  起五人来
qi-xi 其系 奇袭 七夕 气息  栖息
qi-xi-jie  七夕节
qi-xi-yan-yan  气息奄奄
